name,review_title,review,date
moammadg,Nice location nice stuff,"Very good service , i love the breakfast was so delicious also the dining room was great  I like my room view as well the location next to ocan and small mall , the lobby was too small in fact but all in all i enjoyed there",
sassan m,VERY GOOD,Amazing place very good breakfast and next to one of the shopping malls centrally located and very clean and the staff is amazing they go out of their way to make u happy its a place i would definitely stay again,
Ruwanthi F,Overpriced and Confused Restaurant there is better places in Colombo,"Well I would certainly give a better rating if i can. But we went for lunch and after checking 3 times what the lunch Buffet costs, after the meal, the waiter gave us a bill that was approximately 30% higher. we were embarrassed, and kept standing for over 15 minuets until the  Hotel staff decided to reduce the meal cost to what was quoted to us. Frankly for the price they are selling this Lunch, there are other locations, that have a larger spread and with staff who know the cost of the lunch. the sushi selection was also rather small. A free drink (cocktail or cocktail) was also included, but this was once again not prepared well. full of ice and we could not taste a drop of alcohol in the drink i had.",Date of stay: April 2017
K6604NYcatherines,Great hotel!,"Best ever breakfast buffet. Our stay was awesome - rooms, staff, food, views from the rooftop bar, the lot. Would absolutely recommend. Oh and the location! There is plenty to do around the area, and super easy to walk out of the hotel straight into the buzz of the city. Highly recommended.",
Warrick107,Fantastic Hotel,"This is a great hotel, the staff were friendly and very accomodating. The breakfast and the roof top bar was a great experience.  I would highly recommend staying at this hotel.  It is located next to a shopping mall and has some great beach views.",
zzzzzzgirl,Great new addition to Colombo,"There are many international branded 5* hotels under construction in Colombo and Movenpick is the first one to open. I've been coming to Colombo for work the last 6 years and it is a great addition. The room is spacious, modern and comfortable and ones with ocean view are spectacular. Breakfast buffet had a great selection of western and south Asian choices. Some east Asian items too, but they were a bit off the mark. The gym has a great view and is nice and new, although Cinnamon Grand's gym is still better. Airport pickup/drop off and check in were all very smooth. As the hotel just opened recently, there are still some small issues to work out, but overall, Ill stay here from now on when I come to Colombo.",Date of stay: March 2017
methundild,Excellent service,"Rooms are very clean and excellent service I feel.  good view especially sea view.  However, need to improved TV channels.  Please add Indian Regional channels especially Kerala ie Malayalam channels. Also make arrangement for night club. Breakfast need to be improved.  More staff required .",
melanw2017,Amazing 😉,"Thank you and Ms Ashvanee for a wonderful 2 nights and birthday surprise! We are regular guests for lunch, living on Galle, we makes sure to try the Hotel accommodation too and it's a real 5 star ⭐️...",
Артём Б,Best hotel in Colombo,"We (me, my wife and kid) stayed in Movenpick in April, 2017/ In my own opinion Movenpick is the best hotel in Colombo in 2017. Perfect service, nice superior room with panoramic window and ocean view.",
Arunya S,Fantastic view and pleasant staff!,"We visited the hotel during the first weekend after the soft launch, although my review is coming in a little late. At that time, since most of the facilities were not available, some would say it wasn't upto the 5 star standards. However the service provided was excellent.  The views from the rooftop, the gym and, the room were spectacular. The staff were very friendly and helpful. Especially the shift manager Onesh Liyanage, who was in charge at the time we checked in. We had breakfast and lunch at the AYU restaurant. The breakfast buffet was great, however the lunch could be improved. The executive lounge is also a great place to unwind.  We also felt there was a communication gap between what the hotel offered to us as per the reservation email and what the staff were aware",Date of stay: January 2017
Guido B,Luxury Hotel in the heart of Colombo,"Hotel is at ideal location in heart of city. Embassies, major business outlets as well as tourist attractions are within a 10-15 minute walk or taxi ride. The hotel recently opened and offers everything an experienced traveler is looking for. Attentive and friendly staff, spacious rooms with all conveniences, great restaurants and the spectacular roof with grandeur view over the city (sunsets!!!) with bar and a even more spectacular infinity pool. A home away from home.",Date of stay: April 2017
